image_id,x_min,y_min,x_max,y_max,class_id,image_width,image_height
19,284,202,291,232,1,320,320
19,41,183,53,195,4,320,320
19,141,135,187,181,2,320,320
19,160,70,226,141,7,320,320
19,187,112,248,164,0,320,320
190,0,0,1,1,14,320,320
1900,248,19,286,57,4,320,320
1900,215,194,257,254,7,320,320
1900,286,59,293,70,0,320,320
1900,184,44,217,90,8,320,320
1900,59,202,88,234,0,320,320
1900,229,170,283,236,7,320,320
1900,194,111,248,165,8,320,320
1901,180,122,203,184,1,320,320
1901,235,200,271,257,7,320,320
1901,261,194,294,235,0,320,320
1901,56,112,78,163,1,320,320
1901,140,128,158,148,6,320,320
1901,232,77,248,103,4,320,320
1901,62,102,81,128,4,320,320
1901,186,10,204,32,3,320,320
1902,184,254,233,303,8,320,320
1902,21,194,69,253,7,320,320
1902,17,69,86,141,0,320,320
1902,233,27,241,36,8,320,320
1902,54,234,73,253,3,320,320
1902,178,152,227,201,0,320,320
1902,136,184,162,211,0,320,320
1902,104,67,148,111,4,320,320
1903,30,219,75,294,1,320,320
1903,258,166,269,179,3,320,320
1903,188,237,222,279,4,320,320
1904,152,51,173,80,8,320,320
1904,64,175,79,196,3,320,320
1904,63,46,100,110,6,320,320
1905,0,0,1,1,14,320,320
1906,276,124,301,155,8,320,320
1906,243,145,255,183,1,320,320
1906,97,105,137,157,9,320,320
1906,92,129,137,192,6,320,320
1906,274,150,302,185,2,320,320
1906,221,266,241,294,6,320,320
1906,152,133,185,179,4,320,320
1906,71,90,116,161,7,320,320
1906,35,237,80,305,3,320,320
1907,0,0,1,1,14,320,320
1908,0,0,1,1,14,320,320
1909,11,232,81,303,1,320,320
1909,268,274,283,313,1,320,320
1909,55,189,95,253,5,320,320
1909,205,104,263,174,7,320,320
1909,281,156,310,185,5,320,320
1909,118,88,142,118,9,320,320
191,0,0,1,1,14,320,320
1910,192,133,214,160,4,320,320
1910,71,53,122,116,4,320,320
1910,149,34,217,102,8,320,320
1910,104,93,139,132,4,320,320
1910,197,131,236,194,9,320,320
1910,186,222,244,280,7,320,320
1911,178,48,223,90,7,320,320
1911,261,223,284,247,0,320,320
1911,94,29,136,88,9,320,320
1911,142,143,161,200,1,320,320
1911,295,190,310,211,9,320,320
1911,177,140,192,157,3,320,320
1911,89,106,108,127,7,320,320
1911,141,48,170,78,3,320,320
1912,232,84,285,142,2,320,320
1912,58,81,94,117,0,320,320
1912,273,263,283,274,8,320,320
1912,93,128,111,175,1,320,320
1912,135,119,146,139,7,320,320
1912,121,80,171,138,2,320,320
1912,9,170,30,191,3,320,320
1912,189,231,198,240,3,320,320
1912,201,150,253,208,8,320,320
1913,228,45,266,68,2,320,320
1913,195,58,211,71,5,320,320
1913,108,195,123,216,4,320,320
1914,216,112,239,136,0,320,320
1914,92,159,142,208,9,320,320
1914,55,207,66,219,0,320,320
1914,122,57,150,123,1,320,320
1915,173,73,217,117,2,320,320
1915,278,211,303,236,2,320,320
1915,214,68,263,138,2,320,320
1916,0,0,1,1,14,320,320
1917,0,0,1,1,14,320,320
1918,93,176,137,242,4,320,320
1918,37,179,82,242,8,320,320
1918,131,227,171,291,8,320,320
1918,216,204,265,273,9,320,320
1919,0,0,1,1,14,320,320
192,0,0,1,1,14,320,320
1920,178,246,183,253,4,320,320
1921,47,97,93,135,4,320,320
1921,62,253,84,283,6,320,320
1921,162,111,205,156,0,320,320
1921,129,121,169,180,1,320,320
1921,152,52,172,76,4,320,320
1921,32,283,55,306,5,320,320
1921,206,15,223,36,3,320,320
1922,0,0,1,1,14,320,320
1923,0,0,1,1,14,320,320
1924,166,87,225,152,2,320,320
1924,42,224,62,254,9,320,320
1924,103,250,137,290,4,320,320
1924,29,276,41,297,1,320,320
1924,200,234,231,264,5,320,320
1924,152,38,178,87,6,320,320
1924,176,198,216,235,5,320,320
1925,138,60,187,128,9,320,320
1925,24,9,48,41,4,320,320
1925,259,32,302,75,2,320,320
1925,202,140,229,180,5,320,320
1925,80,233,122,301,4,320,320
1926,0,0,1,1,14,320,320
1927,0,0,1,1,14,320,320
1928,0,0,1,1,14,320,320
1929,0,0,1,1,14,320,320
193,240,233,293,295,7,320,320
1930,0,0,1,1,14,320,320
1931,180,174,221,228,8,320,320
1931,166,204,217,255,5,320,320
1931,293,78,305,89,3,320,320
1931,134,147,147,162,4,320,320
1932,16,152,45,182,5,320,320
1932,201,11,233,72,1,320,320
1932,191,183,214,224,6,320,320
1932,142,138,164,168,0,320,320
1932,158,185,183,203,5,320,320
1932,210,87,258,134,7,320,320
1932,240,11,281,59,0,320,320
1932,284,267,298,299,1,320,320
1932,243,175,287,217,2,320,320
1933,0,0,1,1,14,320,320
1934,0,0,1,1,14,320,320
1935,47,128,64,149,4,320,320
1935,244,207,296,261,5,320,320
1935,15,118,22,129,6,320,320
1935,85,104,115,146,0,320,320
1936,123,85,147,115,8,320,320
1936,235,141,266,200,6,320,320
1936,22,151,44,191,6,320,320
1936,74,178,106,214,3,320,320
1936,236,239,282,303,9,320,320
1937,105,148,114,165,7,320,320
1937,192,193,258,260,5,320,320
1937,27,212,52,259,1,320,320
1938,159,158,197,197,2,320,320
1938,190,237,231,274,2,320,320
1938,167,73,218,145,5,320,320
1939,0,0,1,1,14,320,320
194,158,61,172,85,9,320,320
1940,183,80,198,95,2,320,320
1940,97,215,146,284,8,320,320
1940,166,125,182,151,5,320,320
1940,244,124,304,184,7,320,320
1940,120,167,138,185,0,320,320
1941,0,0,1,1,14,320,320
1942,220,267,249,301,8,320,320
1942,47,95,98,167,5,320,320
1942,58,220,94,278,8,320,320
1942,262,212,273,241,1,320,320
1942,227,102,245,124,4,320,320
1942,152,167,175,190,0,320,320
1942,170,234,208,281,3,320,320
1942,85,144,132,203,2,320,320
1942,223,111,250,148,9,320,320
1943,0,0,1,1,14,320,320
1944,150,24,195,87,8,320,320
1944,275,203,289,220,0,320,320
1944,154,188,196,239,0,320,320
1944,106,23,149,76,6,320,320
1945,0,0,1,1,14,320,320
1946,162,208,174,222,7,320,320
1946,69,167,73,178,1,320,320
1946,85,201,129,258,0,320,320
1946,21,34,66,79,1,320,320
1947,68,209,81,224,3,320,320
1947,70,235,129,282,5,320,320
1947,33,47,42,59,7,320,320
1948,183,114,233,184,9,320,320
1948,44,239,70,263,5,320,320
1948,212,238,271,297,5,320,320
1948,65,169,125,228,5,320,320
1948,71,217,90,247,4,320,320
1948,207,194,251,247,8,320,320
1948,158,135,166,169,1,320,320
1948,243,177,274,218,3,320,320
1948,68,237,110,297,7,320,320
1949,116,89,185,157,3,320,320
1949,82,235,109,262,2,320,320
1949,127,84,135,92,5,320,320
1949,268,147,304,187,4,320,320
1949,88,217,124,256,7,320,320
1949,20,235,44,265,4,320,320
195,0,0,1,1,14,320,320
1950,0,0,1,1,14,320,320
1951,0,0,1,1,14,320,320
1952,54,183,120,230,2,320,320
1952,96,227,126,282,9,320,320
1952,119,56,138,68,2,320,320
1952,207,84,265,157,9,320,320
1952,271,84,281,109,1,320,320
1952,259,64,271,117,1,320,320
1952,194,112,207,126,9,320,320
1953,0,0,1,1,14,320,320
1954,268,4,282,18,8,320,320
1954,89,8,101,21,4,320,320
1954,230,130,283,204,8,320,320
1954,194,145,216,176,8,320,320
1954,122,107,149,137,9,320,320
1954,74,89,99,119,4,320,320
1954,122,210,173,277,4,320,320
1955,229,110,288,172,8,320,320
1955,91,151,108,202,1,320,320
1955,41,215,68,245,2,320,320
1956,0,0,1,1,14,320,320
1957,234,165,277,219,0,320,320
1957,165,49,203,101,6,320,320
1957,184,212,211,259,1,320,320
1958,0,0,1,1,14,320,320
1959,26,180,84,246,7,320,320
1959,93,122,138,172,0,320,320
1959,49,197,62,217,6,320,320
1959,229,209,273,271,0,320,320
1959,253,148,288,186,8,320,320
1959,128,124,135,135,9,320,320
196,0,0,1,1,14,320,320
1960,0,0,1,1,14,320,320
1961,87,62,153,128,5,320,320
1961,110,218,166,280,7,320,320
1961,135,20,189,91,9,320,320
1961,174,148,222,192,0,320,320
1961,294,248,305,269,1,320,320
1961,46,153,59,167,0,320,320
1961,50,254,88,299,4,320,320
1961,7,77,36,98,0,320,320
1961,52,172,71,198,2,320,320
1962,213,31,263,100,7,320,320
1962,84,68,116,130,9,320,320
1963,191,210,242,281,7,320,320
1963,106,66,139,104,6,320,320
1964,0,0,1,1,14,320,320
1965,119,180,178,254,6,320,320
1965,240,78,246,98,1,320,320
1966,0,0,1,1,14,320,320
1967,122,34,181,107,9,320,320
1967,218,28,267,82,7,320,320
1967,174,121,198,142,5,320,320
1967,183,135,219,171,4,320,320
1967,103,257,143,307,3,320,320
1967,49,254,57,266,8,320,320
1967,106,207,141,265,9,320,320
1967,65,152,103,214,7,320,320
1968,83,100,129,154,3,320,320
1968,301,104,306,112,4,320,320
1968,84,94,89,101,9,320,320
1968,198,114,246,186,1,320,320
1968,180,202,214,226,5,320,320
1968,156,128,180,203,1,320,320
1968,58,256,103,301,6,320,320
1968,28,273,35,284,1,320,320
1968,219,163,248,202,8,320,320
1969,0,0,1,1,14,320,320
197,34,292,44,307,8,320,320
197,40,35,104,106,9,320,320
197,259,236,279,268,6,320,320
197,148,56,190,107,9,320,320
197,238,206,273,258,8,320,320
197,31,263,64,303,2,320,320
197,166,221,229,290,4,320,320
197,126,108,174,156,2,320,320
197,66,132,85,153,5,320,320
1970,0,0,1,1,14,320,320
1971,42,240,89,290,7,320,320
1971,52,80,91,155,1,320,320
1971,172,211,208,262,1,320,320
1972,0,0,1,1,14,320,320
1973,0,0,1,1,14,320,320
1974,221,169,245,195,2,320,320
1974,68,35,81,61,7,320,320
1975,204,152,233,193,7,320,320
1975,54,106,114,157,2,320,320
1975,235,206,284,256,2,320,320
1976,144,51,174,88,3,320,320
1976,187,224,230,277,3,320,320
1976,265,231,279,246,0,320,320
1976,53,130,59,138,9,320,320
1976,152,256,171,277,0,320,320
1976,220,122,266,174,5,320,320
1976,57,129,100,183,7,320,320
1976,223,72,267,123,0,320,320
1976,97,167,165,235,6,320,320
1977,0,0,1,1,14,320,320
1978,0,0,1,1,14,320,320
1979,254,240,272,265,9,320,320
1979,60,90,77,107,0,320,320
1979,72,188,89,216,5,320,320
1979,181,172,254,245,2,320,320
1979,235,157,288,206,0,320,320
1979,10,57,20,69,2,320,320
1979,211,41,277,107,3,320,320
198,0,0,1,1,14,320,320
1980,0,0,1,1,14,320,320
1981,0,0,1,1,14,320,320
1982,0,0,1,1,14,320,320
1983,0,0,1,1,14,320,320
1984,0,0,1,1,14,320,320
1985,186,229,206,273,8,320,320
1985,104,7,119,26,3,320,320
1985,230,69,246,85,8,320,320
1985,238,196,269,246,7,320,320
1986,0,0,1,1,14,320,320
1987,58,148,90,179,0,320,320
1988,107,47,132,71,7,320,320
1988,103,191,139,227,5,320,320
1989,0,0,1,1,14,320,320
199,87,173,140,242,7,320,320
199,129,165,158,204,2,320,320
199,173,35,179,46,7,320,320
199,64,61,99,118,6,320,320
199,187,31,233,77,5,320,320
1990,236,119,290,185,7,320,320
1990,202,33,257,88,7,320,320
1990,79,154,92,167,7,320,320
1990,232,184,304,242,5,320,320
1990,123,14,145,82,1,320,320
1990,245,236,254,275,1,320,320
1990,234,50,282,109,3,320,320
1990,97,24,124,49,2,320,320
1991,218,67,270,125,3,320,320
1991,136,131,178,190,6,320,320
1991,69,46,124,115,2,320,320
1991,151,54,201,116,2,320,320
1991,117,26,127,37,0,320,320
1991,250,106,258,115,0,320,320
1991,235,221,258,256,7,320,320
1992,34,89,83,141,3,320,320
1992,149,257,161,273,7,320,320
1992,202,255,237,299,7,320,320
1992,39,270,59,303,4,320,320
1992,18,35,42,59,3,320,320
1992,266,267,291,302,8,320,320
1992,276,8,283,16,4,320,320
1992,244,241,269,298,1,320,320
1993,80,206,113,255,1,320,320
1994,0,0,1,1,14,320,320
1995,0,0,1,1,14,320,320
1996,0,0,1,1,14,320,320
1997,0,0,1,1,14,320,320
1998,28,54,79,91,2,320,320
1998,201,175,231,234,9,320,320
1998,69,234,112,304,8,320,320
1998,202,100,216,116,7,320,320
1998,248,74,283,109,8,320,320
1998,260,121,299,164,8,320,320
1999,93,79,111,91,2,320,320
1999,49,24,60,35,3,320,320
1999,69,29,80,46,2,320,320
1999,79,80,87,103,1,320,320
1999,43,177,68,216,8,320,320
1999,287,191,307,211,7,320,320
1999,235,251,251,298,1,320,320
1999,277,234,284,245,1,320,320
1999,175,254,202,280,8,320,320
2,0,0,1,1,14,320,320
20,0,0,1,1,14,320,320
200,0,0,1,1,14,320,320
2000,0,0,1,1,14,320,320
2001,80,39,144,85,5,320,320
2001,142,8,149,20,9,320,320
2002,36,271,55,291,7,320,320
2002,88,160,130,218,8,320,320
2002,97,291,119,315,4,320,320
2002,234,93,294,130,5,320,320
2003,0,0,1,1,14,320,320
2004,0,0,1,1,14,320,320
2005,0,0,1,1,14,320,320
2006,0,0,1,1,14,320,320
2007,0,0,1,1,14,320,320
2008,0,0,1,1,14,320,320
2009,0,0,1,1,14,320,320
201,0,0,1,1,14,320,320
2010,0,0,1,1,14,320,320
2011,0,0,1,1,14,320,320
2012,0,0,1,1,14,320,320
2013,0,0,1,1,14,320,320
2014,214,52,238,82,8,320,320
2014,78,187,119,239,4,320,320
2014,159,10,172,25,2,320,320
2014,164,202,174,213,6,320,320
2014,170,289,179,303,6,320,320
2014,27,192,48,217,4,320,320
2014,245,63,293,129,4,320,320
2014,253,195,308,250,8,320,320
2015,177,192,190,207,6,320,320
2016,54,34,93,86,6,320,320
2016,14,128,40,161,8,320,320
2016,17,54,53,99,7,320,320
2016,89,3,115,32,6,320,320
2016,102,71,143,122,7,320,320
2016,239,119,281,163,2,320,320
2017,123,25,183,99,0,320,320
2017,89,251,102,265,4,320,320
2017,105,231,148,270,8,320,320
2017,164,41,175,52,4,320,320
2017,184,72,214,121,4,320,320
2017,55,233,65,248,8,320,320
2018,0,0,1,1,14,320,320
2019,57,242,71,258,5,320,320
2019,19,76,44,107,0,320,320
2019,38,4,57,23,4,320,320
2019,241,184,257,211,9,320,320
202,0,0,1,1,14,320,320
2020,109,307,119,318,9,320,320
2020,154,285,172,309,6,320,320
2021,0,0,1,1,14,320,320
2022,0,0,1,1,14,320,320
2023,0,0,1,1,14,320,320
2024,0,0,1,1,14,320,320
2025,0,0,1,1,14,320,320
2026,225,166,233,185,1,320,320
2026,180,71,190,82,2,320,320
2026,290,45,297,57,4,320,320
2027,0,0,1,1,14,320,320
2028,0,0,1,1,14,320,320
2029,0,0,1,1,14,320,320
203,216,273,225,302,1,320,320
203,301,187,309,195,7,320,320
203,265,65,291,97,9,320,320
203,253,20,300,67,0,320,320
203,262,4,286,27,2,320,320
2030,141,20,160,53,1,320,320
2031,175,28,219,73,2,320,320
2031,50,176,103,250,7,320,320
2031,230,190,275,262,9,320,320
2032,63,43,88,78,2,320,320
2032,131,191,146,206,6,320,320
2032,271,190,279,199,5,320,320
2032,182,154,221,202,4,320,320
2032,144,208,179,258,9,320,320
2033,241,131,262,156,6,320,320
2033,200,149,246,200,0,320,320
2034,200,45,220,65,0,320,320
2034,251,182,281,235,7,320,320
2034,279,186,304,221,3,320,320
2034,233,38,263,71,2,320,320
2034,287,165,304,192,7,320,320
2034,42,142,69,193,6,320,320
2034,173,245,214,311,5,320,320
2034,227,209,258,235,0,320,320
2035,113,200,131,254,1,320,320
2035,28,163,65,212,8,320,320
2035,250,241,294,296,4,320,320
2035,212,195,249,241,4,320,320
2035,69,118,126,175,0,320,320
2036,0,0,1,1,14,320,320
2037,19,303,24,316,1,320,320
2037,57,90,103,143,3,320,320
2037,134,10,174,74,6,320,320
2038,0,0,1,1,14,320,320
2039,0,0,1,1,14,320,320
204,0,0,1,1,14,320,320
2040,0,0,1,1,14,320,320
2041,235,114,265,167,7,320,320
2041,260,88,280,105,2,320,320
2041,261,218,283,244,1,320,320
2041,206,227,251,286,8,320,320
2042,0,0,1,1,14,320,320
2043,187,115,200,127,5,320,320
2043,226,143,273,203,7,320,320
2043,56,83,72,103,3,320,320
2043,213,72,233,132,1,320,320
2043,217,266,233,286,6,320,320
2043,173,253,186,268,3,320,320
2043,181,3,213,42,6,320,320
2044,38,180,46,208,1,320,320
2044,167,71,202,127,7,320,320
2044,100,49,106,58,9,320,320
2044,100,245,125,275,7,320,320
2045,0,0,1,1,14,320,320
2046,0,0,1,1,14,320,320
2047,154,106,185,142,9,320,320
2047,52,236,69,252,8,320,320
2047,243,221,282,270,4,320,320
2047,247,27,306,92,8,320,320
2047,130,53,163,106,9,320,320
2047,113,92,144,126,6,320,320
2047,95,233,136,276,4,320,320
2048,0,0,1,1,14,320,320
2049,267,46,288,72,1,320,320
2049,169,134,193,168,5,320,320
2049,205,50,242,88,0,320,320
2049,234,65,257,96,7,320,320
2049,87,141,144,204,2,320,320
2049,48,60,63,75,2,320,320
205,194,49,225,79,4,320,320
205,20,40,59,94,9,320,320
205,37,212,64,275,1,320,320
205,177,38,218,92,8,320,320
205,265,277,283,299,8,320,320
2050,233,93,293,153,2,320,320
2050,37,226,55,250,6,320,320
2050,281,136,312,164,5,320,320
2050,145,92,218,165,5,320,320
2050,37,105,50,121,7,320,320
2050,47,141,93,209,5,320,320
2050,35,79,79,128,2,320,320
2051,297,148,304,156,5,320,320
2051,43,137,87,191,8,320,320
2051,146,128,186,185,6,320,320
2051,98,118,106,124,7,320,320
2051,84,218,123,253,4,320,320
2051,230,203,285,261,2,320,320
2052,0,0,1,1,14,320,320
2053,0,0,1,1,14,320,320
2054,72,255,116,293,2,320,320
2054,43,284,59,302,8,320,320
2054,165,168,217,211,5,320,320
2054,160,102,182,120,5,320,320
2054,247,76,295,143,1,320,320
2054,128,48,185,105,4,320,320
2054,79,44,127,100,0,320,320
2054,69,16,102,70,8,320,320
2055,0,0,1,1,14,320,320
2056,0,0,1,1,14,320,320
2057,40,225,82,283,2,320,320
2057,83,186,131,258,0,320,320
2057,270,240,313,283,2,320,320
2057,210,64,250,113,9,320,320
2057,193,190,216,213,8,320,320
2057,45,81,90,134,8,320,320
2057,227,175,249,202,8,320,320
2057,158,147,187,198,3,320,320
2057,162,277,167,290,1,320,320
2058,128,122,159,156,7,320,320
2058,58,53,100,95,0,320,320
2058,11,292,23,311,8,320,320
2058,61,94,75,151,1,320,320
2059,35,247,52,275,8,320,320
206,42,261,73,292,9,320,320
206,118,90,144,117,3,320,320
206,249,71,289,120,4,320,320
206,134,263,163,292,7,320,320
2060,0,0,1,1,14,320,320
2061,103,172,148,208,0,320,320
2061,63,81,94,109,5,320,320
2061,224,37,263,76,3,320,320
2061,190,260,199,269,0,320,320
2061,187,224,200,239,3,320,320
2061,90,9,136,66,5,320,320
2061,186,176,209,222,2,320,320
2062,0,0,1,1,14,320,320
2063,14,163,27,183,7,320,320
2063,26,177,86,247,0,320,320
2063,131,273,142,285,8,320,320
2063,253,5,260,15,9,320,320
2063,26,34,49,65,0,320,320
2063,111,254,123,268,8,320,320
2063,45,244,87,291,6,320,320
2063,160,158,228,226,5,320,320
2064,0,0,1,1,14,320,320
2065,0,0,1,1,14,320,320
2066,144,148,205,199,2,320,320
2066,25,39,43,63,1,320,320
2066,89,149,116,182,2,320,320
2066,219,241,259,286,3,320,320
2066,185,251,218,297,4,320,320
2066,174,109,200,145,3,320,320
2066,206,30,234,61,3,320,320
2066,123,29,161,63,0,320,320
2066,91,165,151,213,0,320,320
2067,0,0,1,1,14,320,320
2068,0,0,1,1,14,320,320
2069,191,148,238,210,8,320,320
2069,188,30,235,96,9,320,320
2069,201,95,219,124,8,320,320
2069,66,240,102,271,0,320,320
2069,179,113,241,175,2,320,320
207,0,0,1,1,14,320,320
2070,0,0,1,1,14,320,320
2071,0,0,1,1,14,320,320
2072,163,82,180,105,3,320,320
2073,0,0,1,1,14,320,320
2074,136,16,189,90,4,320,320
2074,131,134,172,191,6,320,320
2074,217,220,259,288,4,320,320
2075,0,0,1,1,14,320,320
2076,0,0,1,1,14,320,320
2077,264,255,306,302,4,320,320
2077,10,162,67,219,4,320,320
2077,239,88,264,112,7,320,320
2077,215,95,274,148,0,320,320
2077,149,194,202,258,7,320,320
2077,100,234,140,274,5,320,320
2077,240,271,250,281,3,320,320
2077,202,200,216,240,1,320,320
2078,66,146,133,216,0,320,320
2078,53,232,104,289,7,320,320
2078,11,14,35,38,7,320,320
2078,164,24,183,45,8,320,320
2078,217,252,243,288,6,320,320
2078,103,278,122,299,4,320,320
2079,61,235,128,308,7,320,320
2079,27,65,53,97,5,320,320
2079,61,16,71,30,4,320,320
2079,34,60,96,129,7,320,320
2079,100,55,143,115,2,320,320
2079,209,234,236,267,0,320,320
2079,189,255,210,278,2,320,320
2079,194,146,234,196,5,320,320
2079,100,137,171,208,2,320,320
208,0,0,1,1,14,320,320
2080,0,0,1,1,14,320,320
2081,61,53,97,103,7,320,320
2081,102,148,115,161,5,320,320
2081,188,148,231,204,0,320,320
2081,171,275,192,304,3,320,320
2082,238,278,265,308,7,320,320
2082,275,52,308,84,3,320,320
2083,0,0,1,1,14,320,320
2084,234,135,274,180,8,320,320
2084,241,97,260,114,5,320,320
2084,166,61,208,129,8,320,320
2084,224,50,259,99,3,320,320
2084,147,205,178,237,0,320,320
2085,0,0,1,1,14,320,320
2086,49,15,77,42,2,320,320
2086,79,139,87,151,1,320,320
2086,7,268,15,281,5,320,320
2087,0,0,1,1,14,320,320
2088,156,186,168,198,2,320,320
2088,33,153,50,196,1,320,320
2088,121,98,159,144,8,320,320
2088,109,157,155,226,6,320,320
2088,225,34,278,87,0,320,320
2088,100,189,156,258,2,320,320
2089,94,24,159,95,7,320,320
2089,153,24,197,79,4,320,320
2089,186,109,254,184,6,320,320
209,0,0,1,1,14,320,320
2090,0,0,1,1,14,320,320
2091,0,0,1,1,14,320,320
2092,0,0,1,1,14,320,320
2093,0,0,1,1,14,320,320
2094,0,0,1,1,14,320,320
2095,0,0,1,1,14,320,320
2096,248,121,258,131,2,320,320
2096,119,81,152,135,6,320,320
2096,245,152,262,170,7,320,320
2096,244,34,259,60,1,320,320
2096,178,264,222,308,3,320,320
2096,61,100,86,141,7,320,320
2096,178,204,206,252,1,320,320
2097,280,273,299,290,0,320,320
2097,168,172,208,228,9,320,320
2097,273,184,285,193,2,320,320
2097,155,294,168,309,2,320,320
2097,70,294,83,309,2,320,320
2097,52,178,109,219,5,320,320
2097,19,153,24,161,9,320,320
2098,71,79,82,89,0,320,320
2098,246,118,298,174,2,320,320
2098,89,98,109,112,2,320,320
2098,135,128,187,201,6,320,320
2099,0,0,1,1,14,320,320
21,23,29,57,59,5,320,320
21,119,209,154,249,7,320,320
21,193,120,261,194,4,320,320
21,139,180,182,223,4,320,320
21,61,39,113,110,7,320,320
21,138,157,188,222,6,320,320
21,179,210,197,240,9,320,320
210,229,242,251,279,1,320,320
210,225,164,264,220,6,320,320
210,93,137,125,189,8,320,320
210,21,209,61,266,8,320,320
210,87,68,119,101,9,320,320
210,133,287,150,306,0,320,320
210,185,274,197,288,5,320,320
2100,0,0,1,1,14,320,320
2101,0,0,1,1,14,320,320
2102,0,0,1,1,14,320,320
2103,75,141,107,181,3,320,320
2103,158,36,183,64,9,320,320
2104,43,192,70,236,9,320,320
2104,203,141,256,198,7,320,320
2105,171,227,202,270,5,320,320
2105,128,91,163,122,6,320,320
2105,162,38,220,96,0,320,320
2106,0,0,1,1,14,320,320
2107,0,0,1,1,14,320,320
2108,163,153,198,208,1,320,320
2108,152,86,224,158,2,320,320
2108,269,101,298,129,0,320,320
2108,209,126,241,171,7,320,320
2109,0,0,1,1,14,320,320
211,0,0,1,1,14,320,320
2110,264,217,272,248,1,320,320
2110,174,125,219,170,4,320,320
2110,228,20,272,82,4,320,320
2111,0,0,1,1,14,320,320
2112,59,8,65,17,2,320,320
2112,42,157,91,211,7,320,320
2112,11,124,45,158,4,320,320
2112,193,97,208,112,0,320,320
2112,111,90,118,100,3,320,320
2112,211,218,285,293,2,320,320
2112,41,100,68,128,0,320,320
2112,14,269,46,297,2,320,320
2112,170,298,184,314,7,320,320
2113,186,291,202,311,9,320,320
2114,197,172,217,204,1,320,320
2114,220,242,246,292,1,320,320
2115,153,147,164,159,5,320,320
2115,103,143,128,175,3,320,320
2115,28,195,33,204,6,320,320
2115,217,163,277,237,3,320,320
2115,216,246,240,272,2,320,320
2116,0,0,1,1,14,320,320
2117,0,0,1,1,14,320,320
2118,60,192,108,252,6,320,320
2118,73,91,88,116,6,320,320
2118,250,118,292,169,0,320,320
2118,169,68,177,79,6,320,320
2119,9,180,12,192,1,320,320
2119,112,135,143,182,7,320,320
2119,108,81,120,99,9,320,320
2119,194,138,222,177,6,320,320
2119,227,177,274,235,5,320,320
2119,105,121,107,129,1,320,320
212,0,0,1,1,14,320,320
2120,147,115,178,164,6,320,320
2120,129,199,182,258,4,320,320
2120,44,85,101,142,0,320,320
2120,228,276,248,297,0,320,320
2120,76,87,141,146,5,320,320
2120,261,82,277,111,3,320,320
2120,276,239,307,275,5,320,320
2121,0,0,1,1,14,320,320
2122,0,0,1,1,14,320,320
2123,19,256,47,283,0,320,320
2123,106,231,128,262,6,320,320
2124,0,0,1,1,14,320,320
2125,167,177,176,198,1,320,320
2125,251,276,288,311,5,320,320
2125,125,188,174,249,7,320,320
2126,0,0,1,1,14,320,320
2127,235,16,245,28,7,320,320
2127,275,31,295,50,5,320,320
2127,118,59,156,132,9,320,320
2127,34,168,76,223,0,320,320
2127,228,140,300,211,2,320,320
2127,126,214,195,282,7,320,320
2128,0,0,1,1,14,320,320
2129,0,0,1,1,14,320,320
213,296,132,308,143,2,320,320
2130,0,0,1,1,14,320,320
2131,0,0,1,1,14,320,320
2132,0,0,1,1,14,320,320
2133,0,0,1,1,14,320,320
2134,238,32,290,84,7,320,320
2134,57,76,75,104,4,320,320
2134,226,64,233,74,8,320,320
2134,274,53,280,61,1,320,320
2135,235,64,264,124,4,320,320
2135,71,227,77,236,8,320,320
2135,161,35,223,102,7,320,320
2135,96,69,132,137,1,320,320
2136,0,0,1,1,14,320,320
2137,0,0,1,1,14,320,320
2138,301,226,316,241,2,320,320
2138,56,218,85,257,5,320,320
2139,282,12,290,27,1,320,320
2139,231,73,241,87,2,320,320
2139,154,277,162,290,1,320,320
2139,230,125,291,192,0,320,320
2139,167,225,197,264,4,320,320
2139,134,153,156,176,4,320,320
2139,145,279,160,308,7,320,320
2139,270,209,283,224,4,320,320
2139,282,124,298,144,7,320,320
214,73,255,95,291,6,320,320
214,124,253,149,288,0,320,320
214,244,11,259,34,9,320,320
214,59,200,107,252,3,320,320
214,190,178,208,198,3,320,320
214,141,140,151,152,7,320,320
2140,239,203,258,223,7,320,320
2140,118,21,179,89,4,320,320
2140,28,107,61,148,6,320,320
2141,74,244,84,254,5,320,320
2141,284,131,289,139,1,320,320
2141,229,120,261,165,6,320,320
2141,93,77,135,145,5,320,320
2141,39,220,72,258,3,320,320
2142,231,32,244,48,6,320,320
2142,108,151,159,202,5,320,320
2142,240,71,277,112,0,320,320
2142,286,165,307,198,1,320,320
2143,202,66,238,135,1,320,320
2144,270,112,297,145,9,320,320
2144,176,19,215,54,5,320,320
2144,89,51,112,84,3,320,320
2144,134,67,180,141,7,320,320
2145,26,279,54,300,5,320,320
2145,262,69,290,133,1,320,320
2145,60,26,105,83,7,320,320
2145,64,54,105,112,3,320,320
2145,251,48,280,76,2,320,320
2145,109,139,145,183,2,320,320
2145,157,109,172,127,6,320,320
2145,104,219,137,256,6,320,320
2146,78,192,97,213,8,320,320
2147,46,234,60,266,1,320,320
2147,120,172,154,196,5,320,320
2148,0,0,1,1,14,320,320
2149,61,213,93,286,9,320,320
2149,54,137,94,187,9,320,320
2149,276,167,285,177,1,320,320
2149,168,224,208,276,6,320,320
215,0,0,1,1,14,320,320
2150,250,212,264,231,4,320,320
